id,crop,category,fact_name,value,unit,value_type,context,source_institution,source_title,source_url,source_locator,source_page_number,source_medium,source_value_text,extraction_method,verification_status,verified_on,current_label_or_local_validation_required,notes
verified_0865,Tomato,Crop care,Required intensive care — full list,Weed control; Fertilizer application; Irrigation; Drainage; Breaking surface crust; Keeping soil friable,,list,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0866,Tomato,Fertilizer timing,Basal inputs,All cow dung and other fertilizers during final land preparation,,text,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0867,Mango,Age-based fertilizer,Cow dung,26.25,kg/tree,number,1-4 years,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,"Cow dung, 1-4 years: 26.25 kg/tree",direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0868,Bt Brinjal,Irrigation,Number of irrigations — reported range,4-6,applications,range,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0869,Brinjal + dwarf hyacinth bean,Finance,Total income,450800,BDT/ha,text,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0870,Onion,Fertilizer,MoP,170,kg/ha,number,Technology-specific recommendation for the Upper Ganges River Floodplain cropping system,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,MoP: 170,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0871,T. Aman Rice,Fertilizer,Gypsum,95,kg/ha,number,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,Gypsum: 95,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0872,Mustard,Fertilizer,Boric acid,10,kg/ha,number,"Technology-specific cropping-pattern table; source labels the fertilizer quantities as kg/ha, although gypsum is displayed with an inconsistent label.",Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,Boric acid: 10,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0873,Mustard,Fertilizer,TSP — reported range,150-170,kg/ha,range,Tangail four-crop pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,TSP: 150-170,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0874,Wheat,Irrigation,Total irrigations,2,applications,text,,Bangladesh Agricultural Research Institute (BARI),গম-রোপা আমন ধান ফসল ধারার সার ও সেচ ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/357,প্রযুক্তির বিবরণ > fertilizer table > fertilizer timing and irrigation,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0875,Maize,Fertilizer,TSP — minimum,240,kg/ha,number,Maize fertilizer package in the intercropping technology,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,TSP: 240-260,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0876,Onion,Fertilizer,Gypsum — minimum,100,kg/ha,number,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0877,Chia,Region,Suitable areas — full list,Gazipur; Dinajpur; Jamalpur; Jashore; Rangpur; Hathazari; Drought-prone Rajshahi; Barind region; Char land,,list,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0878,BR26,Resource availability,Official variety document,Download listed on BRRI page,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0879,Rice,Release history,Varieties released in 2022,BRRI dhan101; BRRI dhan102; BRRI dhan103; BRRI dhan104; BRRI Hybrid dhan8,,list,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0880,BWMRI Hybrid Maize-2,Yield,Rabi yield — maximum,14.0,tonne/ha,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বিডাব্লিউএমআরআই হাইব্রিড ভুট্টা ২,https://bwmri.gov.bd/pages/static-pages/6922dfff933eb65569e24fc5,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0881,BARI Hybrid Maize-9,Yield,Rabi yield — reported range,11.5-12.5,tonne/ha,range,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0882,BARI Gom-28,Variety trait,Reported traits — item,White shiny medium grain,,list_item,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0883,Onions,Root depth,FAO root-depth classification,Shallow rooting (30-60 cm),,text,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0884,T. Aman Rice,Fertilizer timing,Urea stages — full list,5-7 days after transplanting; Tillering stage; 5-7 days before panicle emergence,,list,,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0885,Tomato,Crop care,Required intensive care — item,Weed control,,list_item,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0886,Tomato,Fertilizer timing,Urea top-dressing days after transplanting — full list,25; 45,,list,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction of source list,verified_against_visible_official_source,2026-07-24,False,
verified_0887,Mango,Age-based fertilizer,Cow dung,35,kg/tree,number,5-7 years,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,"Cow dung, 5-7 years: 35 kg/tree",direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0888,Bt Brinjal,Irrigation,Number of irrigations — minimum,4,applications,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0889,Brinjal + dwarf hyacinth bean,Finance,Total cost,102350,BDT/ha,text,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0890,Onion,Fertilizer,Gypsum,120,kg/ha,number,Technology-specific recommendation for the Upper Ganges River Floodplain cropping system,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,Gypsum: 120,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0891,T. Aman Rice,Fertilizer,Boric acid,12,kg/ha,number,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,Boric acid: 12,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0892,Mustard,Fertilizer,Reported fertilizer package,Urea 250 kg/ha; TSP 170 kg/ha; MoP 85 kg/ha; Gypsum 150 kg/ha; Zinc sulphate 5 kg/ha; Boric acid 10 kg/ha,,package,"Technology-specific cropping-pattern table; source labels the fertilizer quantities as kg/ha, although gypsum is displayed with an inconsistent label.",Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,,structured assembly of source table row,verified_against_visible_official_source,2026-07-24,False,
verified_0893,Mustard,Fertilizer,TSP — minimum,150,kg/ha,number,Tangail four-crop pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,TSP: 150-170,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0894,Maize,Fertilizer,TSP — maximum,260,kg/ha,number,Maize fertilizer package in the intercropping technology,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,TSP: 240-260,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0895,Onion,Fertilizer,Gypsum — maximum,168,kg/ha,number,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0896,Chia,Region,Suitable areas — item,Gazipur,,list_item,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0897,BRRI dhan27,Season classification,Rice season,Aus,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0898,BRRI dhan101,Release,Release year,2022,year,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0899,BARI Hybrid Maize-9,Yield,Rabi yield — minimum,11.5,tonne/ha,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0900,BARI Gom-28,Variety trait,Reported traits — item,Leaf-spot tolerant,,list_item,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0901,Pineapple,Root depth,FAO root-depth classification,Shallow rooting (30-60 cm),,text,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0902,T. Aman Rice,Fertilizer timing,Urea stages — item,5-7 days after transplanting,,list_item,,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0903,Tomato,Crop care,Required intensive care — item,Fertilizer application,,list_item,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0904,Tomato,Fertilizer timing,Urea top-dressing days after transplanting — item,25,,list_item,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0905,Mango,Age-based fertilizer,Cow dung,43.75,kg/tree,number,8-10 years,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,"Cow dung, 8-10 years: 43.75 kg/tree",direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0906,Bt Brinjal,Irrigation,Number of irrigations — maximum,6,applications,number,,Bangladesh Agricultural Research Institute (BARI),বিটি বেগুনের উন্নত উৎপাদন প্রযুক্তি,https://baritechnology.org/m/crops/tech_detail/333,"প্রযুক্তির বিবরণ > varieties/seedlings > soil and planting > irrigation, harvest, yield and finance",,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0907,Brinjal + dwarf hyacinth bean,Finance,Net profit,348450,BDT/ha,text,,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে বেগুনের সাথে ঝাড়শীমের চাষ,https://baritechnology.org/m/crops/tech_detail/334,"প্রযুক্তির বিবরণ > varieties and seed rate > soil and planting > harvest, yield and finance",,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0908,Onion,Fertilizer,Zinc sulphate,6,kg/ha,number,Technology-specific recommendation for the Upper Ganges River Floodplain cropping system,Bangladesh Agricultural Research Institute (BARI),উঁচু গঙ্গাবাহিত প্লাবন ভূমিতে আলু-পেঁয়াজ/ভুট্টা-রোপাআমন ধান ফসল ধারায় সার সুপারিশমালা,https://baritechnology.org/m/crops/tech_detail/346,"প্রযুক্তির বিবরণ > crop sequence, seed rate and fertilizer table > management and yield",,Official webpage/table,Zinc sulphate: 6,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0909,T. Aman Rice,Fertilizer,Reported fertilizer package,Urea 250 kg/ha; MoP 80 kg/ha; Gypsum 95 kg/ha; Boric acid 12 kg/ha,,package,Kurigram four-crop system fertilizer table,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ/মুগডাল-পাট-রোপা আমন ধান: কুড়িগ্রাম অঞ্চলের একটি চার ফসল ভিত্তিক উন্নত ফসল বিন্যাস,https://baritechnology.org/m/crops/tech_detail/348,"প্রযুক্তির বিবরণ > fertilizer table > management, harvest and yield",,Official webpage/table,,structured assembly of source table row,verified_against_visible_official_source,2026-07-24,False,
verified_0910,Mungbean,Fertilizer,Urea,50,kg/ha,number,"Technology-specific cropping-pattern table; source labels the fertilizer quantities as kg/ha, although gypsum is displayed with an inconsistent label.",Bangladesh Agricultural Research Institute (BARI),খুলনার উপকূলীয় অঞ্চলে রোপাআমন-সরিষা-মুগডাল একটি উন্নত ফসল ধারা,https://baritechnology.org/m/crops/tech_detail/349,"প্রযুক্তির বিবরণ > উৎপাদন প্রযুক্তি > সারের নাম table > সার প্রয়োগ পদ্ধতি, আন্তঃপরিচর্যা ও ফলন",,Official webpage/table,Urea: 50,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0911,Mustard,Fertilizer,TSP — maximum,170,kg/ha,number,Tangail four-crop pattern fertilizer table,Bangladesh Agricultural Research Institute (BARI),সরিষা-বোরো ধান-পাট-রোপা আমন ধান: টাংগাইল অঞ্চলের একটি অধিক উৎপাদনশীল ফসল বিন্যাস,https://m.baritechnology.org/crops/tech_detail/353,প্রযুক্তির বিবরণ > system comparison > varieties and seed rates > fertilizer table,,Official webpage/table,TSP: 150-170,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0912,Maize,Fertilizer,MoP — reported range,180-220,kg/ha,range,Maize fertilizer package in the intercropping technology,Bangladesh Agricultural Research Institute (BARI),আন্তঃফসল হিসাবে ভুট্টার সাথে খাটো জাতের বরবটির চাষ,https://baritechnology.org/m/crops/tech_detail/502,প্রযুক্তির বিবরণ > crop/variety/area > sowing and harvest > fertilizer management > yield,,Official webpage/table,MoP: 180-220,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0913,Onion,Fertilizer,Zinc sulphate — reported range,12-14,kg/ha,range,,Bangladesh Agricultural Research Institute (BARI),পেঁয়াজ চাষে সমন্বিত আগাছা ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/506,প্রযুক্তির বিবরণ > variety/area > planting and harvest > fertilizer rate and application,,Official webpage/table,,direct structured extraction of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0914,Chia,Region,Suitable areas — item,Dinajpur,,list_item,,Bangladesh Agricultural Research Institute (BARI),চিয়া চাষে কৃষিতাত্ত্বিক ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/518,প্রযুক্তির বিবরণ > nutrient composition > fertilizer description > planting method > suitability,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0915,BRRI dhan27,Resource availability,Official variety document,Download listed on BRRI page,,text,,Bangladesh Rice Research Institute (BRRI),আউশ ধানের জাত,https://brri.gov.bd/site/page/51edd399-1ba3-4f9c-bf82-125d681b8ff8/আউশ-ধানের-জাত,আউশ ধানের জাত > variety download list,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0916,BRRI dhan101,Institution,Developer,BRRI,,text,,Bangladesh Rice Research Institute (BRRI),বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ,https://brri.gov.bd/site/page/dccbd42b-3258-467b-8b47-fc74e6bd15e1,বিগত বছরে ব্রির উদ্ভাবিত ধানের জাতসমূহ > বছর ও জাতসমূহ table,,Official webpage/table,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0917,BARI Hybrid Maize-9,Yield,Rabi yield — maximum,12.5,tonne/ha,number,,Bangladesh Wheat and Maize Research Institute (BWMRI),বারি হাইব্রিড ভুট্টা ৯,https://bwmri.gov.bd/pages/static-pages/6922def6933eb65569e1ebb3,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,structured parse of source-reported range,verified_against_visible_official_source,2026-07-24,False,
verified_0918,BARI Gom-28,Variety trait,Reported traits — item,Leaf rust resistant,,list_item,,Bangladesh Wheat and Maize Research Institute (BWMRI),BARI Gom-28,https://bwmri.gov.bd/site/page/d985dfcc-d5f6-4466-8793-26bd129b52c2/,জাতের পাতা > জাতের বৈশিষ্ট্য > উপযোগী এলাকা > ফলন,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0919,Potatoes,Root depth,FAO root-depth classification,Shallow rooting (30-60 cm),,text,,Food and Agriculture Organization of the United Nations (FAO),"Irrigation Water Management: Irrigation Scheduling, Chapter 3",https://www.fao.org/4/t7202e/t7202e06.htm,"Chapter 3 > Sections 3.1-3.3 > Tables 3, 4 and 5",,Official scanned technical manual presented as an HTML chapter,,direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
verified_0920,T. Aman Rice,Fertilizer timing,Urea stages — item,Tillering stage,,list_item,,Bangladesh Agricultural Research Institute (BARI),ফসল বিন্যাসের ফলন বৃদ্ধি ও মৃত্তিকার ভৌতগুণাবলী উন্নয়নের জন্য সংরক্ষিত কর্ষণ ও শস্যের অবশেষ ব্যবহার,https://m.baritechnology.org/crops/tech_detail/293,প্রযুক্তির বিবরণ > conservation tillage depth and crop-residue system > fertilizer application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0921,Tomato,Crop care,Required intensive care — item,Irrigation,,list_item,,Bangladesh Agricultural Research Institute (BARI),জিংক ও বোরন সার পাতায় সিঞ্চণ প্রয়োগে টমেটো চাষ,https://baritechnology.org/m/crops/tech_detail/300,প্রযুক্তির বিবরণ > অঞ্চল/মাটি/বীজ > sowing/transplanting > fertilizer table > foliar application,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0922,Tomato,Fertilizer timing,Urea top-dressing days after transplanting — item,45,,list_item,,Bangladesh Agricultural Research Institute (BARI),টমেটো উৎপাদনে আরবাস্কুলার মাইকোরাইজা ও ফসফরাসের ব্যবহার,https://baritechnology.org/m/crops/tech_detail/304,প্রযুক্তির বিবরণ > production technology table > fertilizer rate and method,,Official webpage/table,,direct structured extraction of source list item,verified_against_visible_official_source,2026-07-24,False,
verified_0923,Mango,Age-based fertilizer,Cow dung,52.5,kg/tree,number,11-15 years,Bangladesh Agricultural Research Institute (BARI),আমের ফুল ও ফল ঝরা রোধে টেকসই ব্যবস্থাপনা,https://baritechnology.org/m/crops/tech_detail/322,প্রযুক্তির বিবরণ > seasonal management > age-based fertilizer table > application method,,Official webpage/table,"Cow dung, 11-15 years: 52.5 kg/tree",direct structured extraction,verified_against_visible_official_source,2026-07-24,False,
